paradigm,beta_L,beta_Q,seed,f1_global_macro,f1_per_client_macro,mse_macro,ece_macro,MSE_AlveolarOsteitis,ECE_AlveolarOsteitis,MSE_SecondaryInfection,ECE_SecondaryInfection,MSE_NerveDysesthesia,ECE_NerveDysesthesia,MSE_Bleeding,ECE_Bleeding,F1_global_AlveolarOsteitis,F1_per_client_AlveolarOsteitis,F1_global_SecondaryInfection,F1_per_client_SecondaryInfection,F1_global_NerveDysesthesia,F1_per_client_NerveDysesthesia,F1_global_Bleeding,F1_per_client_Bleeding,disagreement_per_client_macro,disagreement_global_macro,fleiss_kappa_per_client_macro,fleiss_kappa_global_macro
centralized,0.5,0.75,42,0.7603911801143792,0.7772026401484318,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.82760441242225,0.8186975270168998,0.8224966378041696,0.649784704401065,0.7387501290932571,0.7395764364778438,0.7199593812740505,0.20208333333333334,0.0,0.9210908642814948,1.0
local,0.5,0.75,42,0.4043187345697165,0.47095647793092216,0.013294655988829618,0.04808497769364234,0.00991859338246286,0.03872724143577119,0.013609185221139342,0.04894699603902797,0.01584444322143099,0.05354799500467877,0.013806402130285278,0.051117678295091416,0.5130370311140924,0.5504537161424281,0.4698529081024878,0.540776550884242,0.2889270041486668,0.3978232087849924,0.34545799491361895,0.3947724359120261,0.9943333333333334,0.9651666666666666,0.20744530228192282,0.20431227578656727
federated,0.5,0.75,42,0.6471931904274949,0.6952900323180984,0.0004798595382453641,0.002876710177088777,0.001047800062224269,0.0055254724249243735,0.0007667697500437498,0.004758757809797923,6.969347305130213e-05,0.000597379170358181,3.517486766213551e-05,0.0006252313032746315,0.7792910300320562,0.7820808200820338,0.7495683808157162,0.7778200288248556,0.4190046366592702,0.5954905532778098,0.6409087142029372,0.6257687270876944,0.16499999999999998,0.0,0.9248303802767137,1.0
centralized,0.5,1.0,42,0.7603911801143792,0.7780689135356857,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8197159789485013,0.8186975270168998,0.819498268316713,0.649784704401065,0.7432237023003064,0.7395764364778438,0.7298377045772222,0.25966666666666666,0.0,0.8960626400096855,1.0
local,0.5,1.0,42,0.40097988326896494,0.47240151579281175,0.017681906691086623,0.058122383288169904,0.01613326605875045,0.05438029953824978,0.02086302638053894,0.06271438004585604,0.016877319883496965,0.058018212443838514,0.01685401444156014,0.057376641124735284,0.5148234223279536,0.5570069154452171,0.46539668602406276,0.5414746495650828,0.2743107392005707,0.38412910241293247,0.3493886855232726,0.4069953957480147,0.9940833333333333,0.929,0.22713441709912743,0.22709464270888224
federated,0.5,1.0,42,0.6355028197173005,0.6913552521734352,0.000480663816233573,0.0037879573895285524,0.0010856424923986197,0.004473717033863068,0.0007292295340448618,0.007916284742454687,7.00249511282891e-05,0.0014743311330676079,3.7758287362521514e-05,0.0012874966487288475,0.7661406426914636,0.7651266462872651,0.7377606157626726,0.7784845216057401,0.4110967651720691,0.6024387399758344,0.6270132552429964,0.6193711008249013,0.22758333333333333,0.0,0.9123957261434474,1.0
centralized,0.5,1.5,42,0.7603911801143792,0.7844247747861549,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8324396597513303,0.8186975270168998,0.8272051006441016,0.649784704401065,0.7510368062332247,0.7395764364778438,0.7270175325159635,0.08458333333333334,0.0,0.9574092738704397,1.0
local,0.5,1.5,42,0.4291340631068601,0.5133635920151324,0.0011472837188193806,0.004163852832994114,0.0022019769996404646,0.007213428227975964,0.002162859030067921,0.006509753186504046,0.00015330775786424056,0.001543148560449481,7.099108770489693e-05,0.0013890813570469618,0.5889119731248946,0.6232385747379368,0.46694024443619586,0.5960510308913519,0.3028333817926856,0.4100159554434252,0.35785065307366437,0.42414880698781554,0.9101666666666667,0.9029166666666666,0.3616360160794443,0.35822122417054164
federated,0.5,1.5,42,0.5855329312028581,0.6421321816224334,0.0006201400074132835,0.00525178333837539,0.0013936128234490752,0.011041454962144297,0.000928548804949969,0.006567194772263367,0.00010680910054361448,0.0016313930973410606,5.158930071047507e-05,0.0017670905217528343,0.7290049287763871,0.7463709944416349,0.7050075867746743,0.7485112517605459,0.3604163686576287,0.5139321969315779,0.5477028406027422,0.5597142833559747,0.07733333333333334,0.0,0.9618427310791087,1.0
centralized,0.5,2.0,42,0.7603911801143792,0.7843867694820014,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.831848496839557,0.8186975270168998,0.8261538079130529,0.649784704401065,0.7509586648840895,0.7395764364778438,0.7285861082913062,0.07083333333333333,0.0,0.9655070161185558,1.0
local,0.5,2.0,42,0.43395172837229495,0.5056095427937202,0.001131546651777171,0.0037738588827972612,0.002123731281608343,0.007980977284535765,0.002167666552122682,0.0043869470940281945,0.00015968730731401591,0.0016324369236826897,7.510146606364288e-05,0.0010950742289423943,0.5828078137901773,0.6321778262587383,0.4815815863236595,0.595326570884603,0.30130920836209596,0.392427639576141,0.37010830501324693,0.40250613445539835,0.91025,0.9214166666666667,0.34833830404836347,0.341025229037933
federated,0.5,2.0,42,0.5826971397447162,0.6415517455984834,0.0006338014673019643,0.0048325210011874635,0.0013791482197120786,0.009394317568590244,0.000997378840111196,0.0056336987540125845,0.00010617261432344094,0.0023379800841212273,5.2506195061141625e-05,0.001964087598025799,0.7376169880590066,0.7519061841624478,0.6919282588499921,0.7321926443520357,0.3510573028367056,0.517192147253907,0.5501860092331604,0.5649160066255429,0.06808333333333333,0.0,0.9662249243104889,1.0
centralized,0.5,10.0,42,0.7603911801143792,0.783779603652317,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8328442034027405,0.8186975270168998,0.8250363777682043,0.649784704401065,0.7506596820005745,0.7395764364778438,0.7265781514377491,0.09533333333333333,0.0,0.9562010598137463,1.0
local,0.5,10.0,42,0.4349847394688986,0.5093956592171649,0.0011127778549052893,0.0044896760283348455,0.0022357750800438224,0.0075884114148716125,0.0019813301390968264,0.007079589923347035,0.00015947808860801161,0.0018440594431012869,7.452811187249608e-05,0.0014466433320194482,0.5924451917732864,0.6262377155013716,0.5001573270457658,0.6257386178010215,0.2953963018416621,0.37961768353332104,0.35194013721488016,0.4059886200329451,0.89825,0.9016666666666666,0.373022844695481,0.3731430097981583
federated,0.5,10.0,42,0.6030121037735104,0.65099129902639,0.0005462395001814002,0.0018576916716992855,0.0011504372814670205,0.002441024010380109,0.0008814682951197028,0.003025038542846839,0.00010775715054478496,0.0007410077378153801,4.529527359409258e-05,0.0012236963957548141,0.7607243266700534,0.756617791530923,0.7334351209592036,0.750645097749735,0.35661110048333106,0.5189682497682383,0.5612778669814539,0.5777340570566637,0.08991666666666666,0.0,0.9576286827762248,1.0
centralized,0.75,0.1,42,0.7603911801143792,0.7660290923721218,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8134188559719556,0.8186975270168998,0.8108545593968466,0.649784704401065,0.7299120921481594,0.7395764364778438,0.7099308619715258,0.24158333333333334,0.0,0.8773948566931724,1.0
local,0.75,0.1,42,0.35102711471141823,0.4407989313860987,0.07579618625522926,0.19078650977810224,0.06451221823808737,0.1749588383836051,0.07489051588927395,0.1881486753782878,0.09979130462379544,0.2233269403297454,0.06399070626976026,0.1767115850207706,0.4051641183467735,0.4711754458705915,0.4107658474040939,0.492927998382427,0.2530248752344533,0.3867870867882215,0.33515361786035225,0.41230519450315484,0.9982500000000001,0.888,0.18728041322733915,0.12784233555194768
federated,0.75,0.1,42,0.6950568725018025,0.7192771733230906,0.0004452561406651512,0.004360351435801325,0.0010529941646382213,0.009477572735399007,0.000617615703959018,0.003792113617062569,6.896845297887921e-05,0.0023237611985144515,4.1446241084486246e-05,0.001847958192229271,0.7797827808587856,0.7746515001208011,0.7709783056845371,0.7667812614658986,0.553627501877527,0.6695636116490932,0.67583890158636,0.6661123200565694,0.44275,0.0,0.8107592667966786,1.0
centralized,0.75,0.25,42,0.7603911801143792,0.7712150495431975,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8144551338421007,0.8186975270168998,0.8145783984564101,0.649784704401065,0.738453484790048,0.7395764364778438,0.7173731810842315,0.29175,0.0,0.8789928422695179,1.0
local,0.75,0.25,42,0.3885855118846333,0.4737670571761345,0.03813303354081654,0.10106627296383958,0.0319916088366881,0.09400786814391614,0.031633195362519476,0.09125816130029658,0.04508079337028903,0.1144873156176259,0.04382653659376956,0.10451174679351968,0.47786096080234797,0.5381713146975045,0.4488130896261283,0.5330238928570958,0.26988741528239313,0.41129690201188646,0.3577805818276639,0.4125761191380513,0.9965,0.9186666666666666,0.19405879498347728,0.16609583911609568
federated,0.75,0.25,42,0.6739544231960779,0.7077360816798489,0.0004801571903954027,0.0019980522807842745,0.0010258115362375975,0.004124430236717065,0.0007967196288518608,0.001025773897767067,5.4967844334896654e-05,0.0011919360797231395,4.312975215725601e-05,0.0016500689089298248,0.7825007731200414,0.7788277908062144,0.7724618302158573,0.7672738718290728,0.48067959358360807,0.6434544544252842,0.6601754958648048,0.641388209658824,0.3836666666666667,0.0,0.8376098591173606,1.0
centralized,0.75,0.5,42,0.7603911801143792,0.7769552276964167,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8211167943892144,0.8186975270168998,0.8180906172659633,0.649784704401065,0.7467458340231791,0.7395764364778438,0.7218676651073098,0.23775,0.0,0.9124120959564935,1.0
local,0.75,0.5,42,0.4141049648775689,0.4968733796138528,0.04820591321704342,0.09692893119957298,0.029027157224481924,0.07753404386341571,0.07821890938212164,0.12659629704443115,0.04596174298712867,0.09648108365597825,0.03961584327444143,0.08710430023446679,0.5283553343722024,0.5701385968722915,0.489493856147272,0.5679121444828612,0.2746351109744457,0.42336653645683586,0.3639355580163557,0.42607624064342264,0.9986666666666667,0.9530833333333333,0.23232706397935837,0.203803129226176
federated,0.75,0.5,42,0.6208681076281084,0.6816803342669827,0.0005582021121881553,0.005218395801532703,0.0011825739638879895,0.009352165733774502,0.0009353369823656976,0.007616285746296247,6.901341839693487e-05,0.002005772909615189,4.588408410199918e-05,0.0018993588164448738,0.7569536268759363,0.7663723364790012,0.713373909746637,0.7569855931319512,0.404949106473427,0.5940274501560352,0.6081957874164333,0.6093359573009433,0.20108333333333334,0.0,0.9227461611021346,1.0
centralized,0.75,0.75,42,0.7603911801143792,0.7772026401484318,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.82760441242225,0.8186975270168998,0.8224966378041696,0.649784704401065,0.7387501290932571,0.7395764364778438,0.7199593812740505,0.20208333333333334,0.0,0.9210908642814948,1.0
local,0.75,0.75,42,0.4043187345697165,0.47095647793092216,0.013294655988829618,0.04808497769364234,0.00991859338246286,0.03872724143577119,0.013609185221139342,0.04894699603902797,0.01584444322143099,0.05354799500467877,0.013806402130285278,0.051117678295091416,0.5130370311140924,0.5504537161424281,0.4698529081024878,0.540776550884242,0.2889270041486668,0.3978232087849924,0.34545799491361895,0.3947724359120261,0.9943333333333334,0.9651666666666666,0.20744530228192282,0.20431227578656727
federated,0.75,0.75,42,0.6471931904274949,0.6952900323180984,0.0004798595382453641,0.002876710177088777,0.001047800062224269,0.0055254724249243735,0.0007667697500437498,0.004758757809797923,6.969347305130213e-05,0.000597379170358181,3.517486766213551e-05,0.0006252313032746315,0.7792910300320562,0.7820808200820338,0.7495683808157162,0.7778200288248556,0.4190046366592702,0.5954905532778098,0.6409087142029372,0.6257687270876944,0.16499999999999998,0.0,0.9248303802767137,1.0
centralized,0.75,1.0,42,0.7603911801143792,0.7780689135356857,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8197159789485013,0.8186975270168998,0.819498268316713,0.649784704401065,0.7432237023003064,0.7395764364778438,0.7298377045772222,0.25966666666666666,0.0,0.8960626400096855,1.0
local,0.75,1.0,42,0.40097988326896494,0.47240151579281175,0.017681906691086623,0.058122383288169904,0.01613326605875045,0.05438029953824978,0.02086302638053894,0.06271438004585604,0.016877319883496965,0.058018212443838514,0.01685401444156014,0.057376641124735284,0.5148234223279536,0.5570069154452171,0.46539668602406276,0.5414746495650828,0.2743107392005707,0.38412910241293247,0.3493886855232726,0.4069953957480147,0.9940833333333333,0.929,0.22713441709912743,0.22709464270888224
federated,0.75,1.0,42,0.6355028197173005,0.6913552521734352,0.000480663816233573,0.0037879573895285524,0.0010856424923986197,0.004473717033863068,0.0007292295340448618,0.007916284742454687,7.00249511282891e-05,0.0014743311330676079,3.7758287362521514e-05,0.0012874966487288475,0.7661406426914636,0.7651266462872651,0.7377606157626726,0.7784845216057401,0.4110967651720691,0.6024387399758344,0.6270132552429964,0.6193711008249013,0.22758333333333333,0.0,0.9123957261434474,1.0
centralized,0.75,1.5,42,0.7603911801143792,0.7844247747861549,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8324396597513303,0.8186975270168998,0.8272051006441016,0.649784704401065,0.7510368062332247,0.7395764364778438,0.7270175325159635,0.08458333333333334,0.0,0.9574092738704397,1.0
local,0.75,1.5,42,0.4291340631068601,0.5133635920151324,0.0011472837188193806,0.004163852832994114,0.0022019769996404646,0.007213428227975964,0.002162859030067921,0.006509753186504046,0.00015330775786424056,0.001543148560449481,7.099108770489693e-05,0.0013890813570469618,0.5889119731248946,0.6232385747379368,0.46694024443619586,0.5960510308913519,0.3028333817926856,0.4100159554434252,0.35785065307366437,0.42414880698781554,0.9101666666666667,0.9029166666666666,0.3616360160794443,0.35822122417054164
federated,0.75,1.5,42,0.5855329312028581,0.6421321816224334,0.0006201400074132835,0.00525178333837539,0.0013936128234490752,0.011041454962144297,0.000928548804949969,0.006567194772263367,0.00010680910054361448,0.0016313930973410606,5.158930071047507e-05,0.0017670905217528343,0.7290049287763871,0.7463709944416349,0.7050075867746743,0.7485112517605459,0.3604163686576287,0.5139321969315779,0.5477028406027422,0.5597142833559747,0.07733333333333334,0.0,0.9618427310791087,1.0
centralized,0.75,2.0,42,0.7603911801143792,0.7843867694820014,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.831848496839557,0.8186975270168998,0.8261538079130529,0.649784704401065,0.7509586648840895,0.7395764364778438,0.7285861082913062,0.07083333333333333,0.0,0.9655070161185558,1.0
local,0.75,2.0,42,0.43395172837229495,0.5056095427937202,0.001131546651777171,0.0037738588827972612,0.002123731281608343,0.007980977284535765,0.002167666552122682,0.0043869470940281945,0.00015968730731401591,0.0016324369236826897,7.510146606364288e-05,0.0010950742289423943,0.5828078137901773,0.6321778262587383,0.4815815863236595,0.595326570884603,0.30130920836209596,0.392427639576141,0.37010830501324693,0.40250613445539835,0.91025,0.9214166666666667,0.34833830404836347,0.341025229037933
federated,0.75,2.0,42,0.5826971397447162,0.6415517455984834,0.0006338014673019643,0.0048325210011874635,0.0013791482197120786,0.009394317568590244,0.000997378840111196,0.0056336987540125845,0.00010617261432344094,0.0023379800841212273,5.2506195061141625e-05,0.001964087598025799,0.7376169880590066,0.7519061841624478,0.6919282588499921,0.7321926443520357,0.3510573028367056,0.517192147253907,0.5501860092331604,0.5649160066255429,0.06808333333333333,0.0,0.9662249243104889,1.0
centralized,0.75,10.0,42,0.7603911801143792,0.783779603652317,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8328442034027405,0.8186975270168998,0.8250363777682043,0.649784704401065,0.7506596820005745,0.7395764364778438,0.7265781514377491,0.09533333333333333,0.0,0.9562010598137463,1.0
local,0.75,10.0,42,0.4349847394688986,0.5093956592171649,0.0011127778549052893,0.0044896760283348455,0.0022357750800438224,0.0075884114148716125,0.0019813301390968264,0.007079589923347035,0.00015947808860801161,0.0018440594431012869,7.452811187249608e-05,0.0014466433320194482,0.5924451917732864,0.6262377155013716,0.5001573270457658,0.6257386178010215,0.2953963018416621,0.37961768353332104,0.35194013721488016,0.4059886200329451,0.89825,0.9016666666666666,0.373022844695481,0.3731430097981583
federated,0.75,10.0,42,0.6030121037735104,0.65099129902639,0.0005462395001814002,0.0018576916716992855,0.0011504372814670205,0.002441024010380109,0.0008814682951197028,0.003025038542846839,0.00010775715054478496,0.0007410077378153801,4.529527359409258e-05,0.0012236963957548141,0.7607243266700534,0.756617791530923,0.7334351209592036,0.750645097749735,0.35661110048333106,0.5189682497682383,0.5612778669814539,0.5777340570566637,0.08991666666666666,0.0,0.9576286827762248,1.0
centralized,1.0,0.1,42,0.7603911801143792,0.7660290923721218,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8134188559719556,0.8186975270168998,0.8108545593968466,0.649784704401065,0.7299120921481594,0.7395764364778438,0.7099308619715258,0.24158333333333334,0.0,0.8773948566931724,1.0
local,1.0,0.1,42,0.35102711471141823,0.4407989313860987,0.07579618625522926,0.19078650977810224,0.06451221823808737,0.1749588383836051,0.07489051588927395,0.1881486753782878,0.09979130462379544,0.2233269403297454,0.06399070626976026,0.1767115850207706,0.4051641183467735,0.4711754458705915,0.4107658474040939,0.492927998382427,0.2530248752344533,0.3867870867882215,0.33515361786035225,0.41230519450315484,0.9982500000000001,0.888,0.18728041322733915,0.12784233555194768
federated,1.0,0.1,42,0.6950568725018025,0.7192771733230906,0.0004452561406651512,0.004360351435801325,0.0010529941646382213,0.009477572735399007,0.000617615703959018,0.003792113617062569,6.896845297887921e-05,0.0023237611985144515,4.1446241084486246e-05,0.001847958192229271,0.7797827808587856,0.7746515001208011,0.7709783056845371,0.7667812614658986,0.553627501877527,0.6695636116490932,0.67583890158636,0.6661123200565694,0.44275,0.0,0.8107592667966786,1.0
centralized,1.0,0.25,42,0.7603911801143792,0.7712150495431975,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8144551338421007,0.8186975270168998,0.8145783984564101,0.649784704401065,0.738453484790048,0.7395764364778438,0.7173731810842315,0.29175,0.0,0.8789928422695179,1.0
local,1.0,0.25,42,0.3885855118846333,0.4737670571761345,0.03813303354081654,0.10106627296383958,0.0319916088366881,0.09400786814391614,0.031633195362519476,0.09125816130029658,0.04508079337028903,0.1144873156176259,0.04382653659376956,0.10451174679351968,0.47786096080234797,0.5381713146975045,0.4488130896261283,0.5330238928570958,0.26988741528239313,0.41129690201188646,0.3577805818276639,0.4125761191380513,0.9965,0.9186666666666666,0.19405879498347728,0.16609583911609568
federated,1.0,0.25,42,0.6739544231960779,0.7077360816798489,0.0004801571903954027,0.0019980522807842745,0.0010258115362375975,0.004124430236717065,0.0007967196288518608,0.001025773897767067,5.4967844334896654e-05,0.0011919360797231395,4.312975215725601e-05,0.0016500689089298248,0.7825007731200414,0.7788277908062144,0.7724618302158573,0.7672738718290728,0.48067959358360807,0.6434544544252842,0.6601754958648048,0.641388209658824,0.3836666666666667,0.0,0.8376098591173606,1.0
centralized,1.0,0.5,42,0.7603911801143792,0.7769552276964167,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8211167943892144,0.8186975270168998,0.8180906172659633,0.649784704401065,0.7467458340231791,0.7395764364778438,0.7218676651073098,0.23775,0.0,0.9124120959564935,1.0
local,1.0,0.5,42,0.4141049648775689,0.4968733796138528,0.04820591321704342,0.09692893119957298,0.029027157224481924,0.07753404386341571,0.07821890938212164,0.12659629704443115,0.04596174298712867,0.09648108365597825,0.03961584327444143,0.08710430023446679,0.5283553343722024,0.5701385968722915,0.489493856147272,0.5679121444828612,0.2746351109744457,0.42336653645683586,0.3639355580163557,0.42607624064342264,0.9986666666666667,0.9530833333333333,0.23232706397935837,0.203803129226176
federated,1.0,0.5,42,0.6208681076281084,0.6816803342669827,0.0005582021121881553,0.005218395801532703,0.0011825739638879895,0.009352165733774502,0.0009353369823656976,0.007616285746296247,6.901341839693487e-05,0.002005772909615189,4.588408410199918e-05,0.0018993588164448738,0.7569536268759363,0.7663723364790012,0.713373909746637,0.7569855931319512,0.404949106473427,0.5940274501560352,0.6081957874164333,0.6093359573009433,0.20108333333333334,0.0,0.9227461611021346,1.0
centralized,1.0,0.75,42,0.7603911801143792,0.7772026401484318,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.82760441242225,0.8186975270168998,0.8224966378041696,0.649784704401065,0.7387501290932571,0.7395764364778438,0.7199593812740505,0.20208333333333334,0.0,0.9210908642814948,1.0
local,1.0,0.75,42,0.4043187345697165,0.47095647793092216,0.013294655988829618,0.04808497769364234,0.00991859338246286,0.03872724143577119,0.013609185221139342,0.04894699603902797,0.01584444322143099,0.05354799500467877,0.013806402130285278,0.051117678295091416,0.5130370311140924,0.5504537161424281,0.4698529081024878,0.540776550884242,0.2889270041486668,0.3978232087849924,0.34545799491361895,0.3947724359120261,0.9943333333333334,0.9651666666666666,0.20744530228192282,0.20431227578656727
federated,1.0,0.75,42,0.6471931904274949,0.6952900323180984,0.0004798595382453641,0.002876710177088777,0.001047800062224269,0.0055254724249243735,0.0007667697500437498,0.004758757809797923,6.969347305130213e-05,0.000597379170358181,3.517486766213551e-05,0.0006252313032746315,0.7792910300320562,0.7820808200820338,0.7495683808157162,0.7778200288248556,0.4190046366592702,0.5954905532778098,0.6409087142029372,0.6257687270876944,0.16499999999999998,0.0,0.9248303802767137,1.0
centralized,1.0,1.0,42,0.7603911801143792,0.7780689135356857,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8197159789485013,0.8186975270168998,0.819498268316713,0.649784704401065,0.7432237023003064,0.7395764364778438,0.7298377045772222,0.25966666666666666,0.0,0.8960626400096855,1.0
local,1.0,1.0,42,0.40097988326896494,0.47240151579281175,0.017681906691086623,0.058122383288169904,0.01613326605875045,0.05438029953824978,0.02086302638053894,0.06271438004585604,0.016877319883496965,0.058018212443838514,0.01685401444156014,0.057376641124735284,0.5148234223279536,0.5570069154452171,0.46539668602406276,0.5414746495650828,0.2743107392005707,0.38412910241293247,0.3493886855232726,0.4069953957480147,0.9940833333333333,0.929,0.22713441709912743,0.22709464270888224
federated,1.0,1.0,42,0.6355028197173005,0.6913552521734352,0.000480663816233573,0.0037879573895285524,0.0010856424923986197,0.004473717033863068,0.0007292295340448618,0.007916284742454687,7.00249511282891e-05,0.0014743311330676079,3.7758287362521514e-05,0.0012874966487288475,0.7661406426914636,0.7651266462872651,0.7377606157626726,0.7784845216057401,0.4110967651720691,0.6024387399758344,0.6270132552429964,0.6193711008249013,0.22758333333333333,0.0,0.9123957261434474,1.0
centralized,1.0,1.5,42,0.7603911801143792,0.7844247747861549,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.8324396597513303,0.8186975270168998,0.8272051006441016,0.649784704401065,0.7510368062332247,0.7395764364778438,0.7270175325159635,0.08458333333333334,0.0,0.9574092738704397,1.0
local,1.0,1.5,42,0.4291340631068601,0.5133635920151324,0.0011472837188193806,0.004163852832994114,0.0022019769996404646,0.007213428227975964,0.002162859030067921,0.006509753186504046,0.00015330775786424056,0.001543148560449481,7.099108770489693e-05,0.0013890813570469618,0.5889119731248946,0.6232385747379368,0.46694024443619586,0.5960510308913519,0.3028333817926856,0.4100159554434252,0.35785065307366437,0.42414880698781554,0.9101666666666667,0.9029166666666666,0.3616360160794443,0.35822122417054164
federated,1.0,1.5,42,0.5855329312028581,0.6421321816224334,0.0006201400074132835,0.00525178333837539,0.0013936128234490752,0.011041454962144297,0.000928548804949969,0.006567194772263367,0.00010680910054361448,0.0016313930973410606,5.158930071047507e-05,0.0017670905217528343,0.7290049287763871,0.7463709944416349,0.7050075867746743,0.7485112517605459,0.3604163686576287,0.5139321969315779,0.5477028406027422,0.5597142833559747,0.07733333333333334,0.0,0.9618427310791087,1.0
centralized,1.0,2.0,42,0.7603911801143792,0.7843867694820014,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.831848496839557,0.8186975270168998,0.8261538079130529,0.649784704401065,0.7509586648840895,0.7395764364778438,0.7285861082913062,0.07083333333333333,0.0,0.9655070161185558,1.0
local,1.0,2.0,42,0.43395172837229495,0.5056095427937202,0.001131546651777171,0.0037738588827972612,0.002123731281608343,0.007980977284535765,0.002167666552122682,0.0043869470940281945,0.00015968730731401591,0.0016324369236826897,7.510146606364288e-05,0.0010950742289423943,0.5828078137901773,0.6321778262587383,0.4815815863236595,0.595326570884603,0.30130920836209596,0.392427639576141,0.37010830501324693,0.40250613445539835,0.91025,0.9214166666666667,0.34833830404836347,0.341025229037933
federated,1.0,2.0,42,0.5826971397447162,0.6415517455984834,0.0006338014673019643,0.0048325210011874635,0.0013791482197120786,0.009394317568590244,0.000997378840111196,0.0056336987540125845,0.00010617261432344094,0.0023379800841212273,5.2506195061141625e-05,0.001964087598025799,0.7376169880590066,0.7519061841624478,0.6919282588499921,0.7321926443520357,0.3510573028367056,0.517192147253907,0.5501860092331604,0.5649160066255429,0.06808333333333333,0.0,0.9662249243104889,1.0
